ID	name	location	rest_type	type
18979	Chai Galli	Koramangala 5th Block	Cafe	Dine-out
18979	Shree Thali	Koramangala 5th Block	Mess	Dine-out
18980	Chai Point	Koramangala 6th Block	Beverage Shop, Quick Bites	Dine-out
18980	Saara's Grill n Spice - SS Lumina Hotel	Koramangala 7th Block	Casual Dining	Dine-out
18981	Barbeque Station	Koramangala 7th Block	Casual Dining	Dine-out
18981	Haji Ali Juice Centre	Koramangala 5th Block	Beverage Shop, Quick Bites	Dine-out
18982	Little Lucknow	Koramangala 5th Block	Casual Dining	Dine-out
18982	Mars Chicken Delight	Koramangala 1st Block	Casual Dining	Dine-out
18983	Embers - Nandhana Grand Hotel	Koramangala 6th Block	Casual Dining	Dine-out
18983	Black Kitchen	Koramangala 6th Block	Quick Bites	Dine-out
18984	Hotel Parampare	Koramangala 7th Block	Casual Dining	Dine-out
18984	Chaat Street	Koramangala 6th Block	Kiosk	Dine-out
18985	Gam's Delicacy	Koramangala 7th Block	Casual Dining	Dine-out
18985	Grand Gowdru Hotel	Koramangala 6th Block	Casual Dining	Dine-out
18986	Namaste Kitchen	Koramangala 5th Block	Casual Dining	Dine-out
18986	Pingara	Koramangala 1st Block	Casual Dining	Dine-out
18987	Hakka Chinese Restaurant	Koramangala 1st Block	Casual Dining	Dine-out
18987	Mustard Food Court	Koramangala 3rd Block	Casual Dining	Dine-out
18988	Cafemoto	Koramangala 5th Block	Cafe	Dine-out
18988	Hotel Tom's Restaurant	Koramangala 6th Block	Casual Dining	Dine-out
18989	Punjabi Chulha	Koramangala 1st Block	Casual Dining	Dine-out
18989	Banana Beach Bar	Koramangala 6th Block	Bar	Dine-out
18990	Bansuri Sweets	Koramangala 6th Block	Sweet Shop, Quick Bites	Dine-out
18990	WTF	Koramangala 5th Block	Cafe	Dine-out
18991	Breaktime Brew	Koramangala 7th Block	Cafe	Dine-out
18991	The Paramount Hotel	Koramangala 5th Block	Casual Dining	Dine-out
18992	North Indian And Bengali Mess	Koramangala 5th Block	Mess	Dine-out
18992	Cashmere Nites	Koramangala 6th Block	Casual Dining	Dine-out
18993	Momo Rice Noodles	Ejipura	Casual Dining	Dine-out
18993	Kerala Mess. SIJI's MESS	Ejipura	Mess	Dine-out
18994	Maria's Goan Kitchen	Koramangala 7th Block	Casual Dining	Dine-out
18994	Entropy Cafe	Koramangala 6th Block	Cafe	Dine-out
18995	Thalassery Restaurant	Koramangala 5th Block	Casual Dining	Dine-out
18995	Smoke-A-Pot	Koramangala 5th Block	Takeaway, Delivery	Dine-out
18996	V.S. Garden Restaurant	Ejipura	Casual Dining	Dine-out
18996	Mayura Grand	Koramangala 6th Block	Casual Dining	Dine-out
18997	Bun Town	Koramangala 5th Block	Cafe	Dine-out
18997	Taruni Andhra Mess	Koramangala 5th Block	Mess	Dine-out
18998	Flavor of Tibet	Koramangala 5th Block	Casual Dining	Dine-out
18998	Billionaires Cafe	Koramangala 5th Block	Cafe	Dine-out
18999	Eshmeet Da Dhaba	Koramangala 6th Block	Casual Dining	Dine-out
18999	A2B - Adyar Ananda Bhavan	Koramangala 7th Block	Casual Dining	Dine-out
19000	Dhuaan	Koramangala 5th Block	Cafe	Dine-out
19000	Taj Darbar	Koramangala 5th Block	Casual Dining	Dine-out
19001	Urban Spoon Buffet Restaurant	Koramangala 5th Block	Casual Dining	Dine-out
19001	Selfie Cafe	Koramangala 7th Block	Beverage Shop, Quick Bites	Dine-out
19002	The Golden Spoon Restaurant Meat & Wine	Koramangala 7th Block	Casual Dining	Dine-out
19002	Uday Sweets	Koramangala 6th Block	Sweet Shop	Dine-out
19003	Purani Dilli By Anand Sweets	Koramangala 5th Block	Casual Dining	Dine-out
19003	Cafe On The Way	Koramangala 3rd Block	Cafe	Dine-out
19004	Imperial Restaurant	Koramangala 6th Block	Casual Dining	Dine-out
19004	Oil Pump	Koramangala 6th Block	Bar	Dine-out
19005	Malabar Mandra	Koramangala 1st Block	Casual Dining	Dine-out
19005	Hotel Food Lands	Koramangala 7th Block	Casual Dining	Dine-out
19006	Daawat Restaurant Bar & Pub	Koramangala 7th Block	Bar, Casual Dining	Dine-out
19006	Samavar	Koramangala 6th Block	Casual Dining	Dine-out
19007	Tattva Cafe	Koramangala 6th Block	Cafe	Dine-out
19007	Skywalk Restobar	Koramangala 1st Block	Casual Dining, Bar	Dine-out
19008	Raj Darbar	Koramangala 6th Block	Casual Dining	Dine-out
19008	Ocean	Koramangala 6th Block	Casual Dining	Dine-out
19009	Elmas Restaurant	Koramangala 7th Block	Casual Dining	Dine-out
19009	Gallop Bar - Davanam Sarovar Portico Suites	Koramangala 2nd Block	Lounge	Dine-out
19010	Primal	Koramangala 6th Block	Bar	Dine-out
19010	7 Star Biryani	Koramangala 6th Block		Dine-out
19011	Momoz	Koramangala 5th Block	Casual Dining	Dine-out
19011	Gangothri Veg Restaurant	Koramangala 6th Block	Quick Bites	Dine-out
19012	CHAAI BEE	Koramangala 7th Block	Beverage Shop, Quick Bites	Dine-out
19012	Happy Plate	Koramangala 6th Block	Quick Bites	Dine-out
19013	Cool Lassi Burger	Koramangala 5th Block	Beverage Shop, Quick Bites	Dine-out
19013	Samrat Regency Bar And Restaurant	Koramangala 6th Block	Bar	Dine-out
19014	Juice Point	Koramangala 1st Block	Beverage Shop, Quick Bites	Dine-out
19014	The Local - Burger Bar	Koramangala 6th Block	Pub, Casual Dining	Dine-out
19015	Loca Moca	Koramangala 1st Block	Cafe	Dine-out
19015	Malnad Military Hotel	Koramangala 7th Block	Casual Dining	Dine-out
19016	Sri Vinayaka Andhra Mess	Koramangala 5th Block	Mess	Dine-out
19016	Bakimo	Koramangala 5th Block	Casual Dining	Dine-out
19017	Fetchpod Cafe	Koramangala 6th Block	Cafe	Dine-out
19017	Urban Spice	Ejipura	Casual Dining	Dine-out
19018	Om's Cafe Prana	Koramangala 7th Block	Cafe	Dine-out
19018	Kebarbiq	Koramangala 7th Block	Casual Dining	Dine-out
19019	M World Cafe	Koramangala 1st Block	Cafe	Dine-out
19019	Ambur Biryani Mess	Koramangala 6th Block	Mess	Dine-out
19020	Chaman's Night Kitchen	Koramangala 8th Block		Dine-out
19020	Ambur Biryani Hotel	Koramangala 1st Block	Quick Bites	Dine-out
19021	Shree Nandini Andhra Mess	Koramangala 5th Block	Mess	Dine-out
19021	Malabar Mint	Koramangala 5th Block	Casual Dining	Dine-out
19022	Jade	Ejipura	Casual Dining	Dine-out
19022	Rice and Rolls	Koramangala 6th Block	Quick Bites	Dine-out
19023	Holiday Fast Food	Ejipura	Quick Bites	Dine-out
19023	Shiva Sai Andhra Hotel	Ejipura	Quick Bites	Dine-out
19024	Punjabi Dhaba	Ejipura	Quick Bites	Dine-out
19024	Shaap	Koramangala 5th Block	Casual Dining	Dine-out
19025	Grills And Tandoor	Koramangala 5th Block	Casual Dining	Dine-out
19025	Tella Tales	Koramangala 5th Block	Cafe	Dine-out
19026	Zeeshan	Koramangala 7th Block	Casual Dining	Dine-out
19026	Kaaram	Koramangala 6th Block	Casual Dining	Dine-out
19027	Pizza Hut	Koramangala 7th Block	Casual Dining	Dine-out
19027	Black Pepper Lounge - Case de Bengaluru	Koramangala 6th Block	Lounge	Dine-out
19028	Dreams Cafe - All Day English Food St.	Koramangala 1st Block	Cafe	
19028	Mayura Grand Pure Veg Restaurant	Koramangala 6th Block	Casual Dining	Dine-out
19029	Taco Bell	Koramangala 6th Block	Quick Bites	Dine-out
19029	Kota Kachori	Koramangala 6th Block	Quick Bites	
19030	Eat Street	Koramangala 6th Block	Quick Bites	Dine-out
19030	Mooch Marod	Koramangala 6th Block	Quick Bites	Dine-out
19031	Stoner	Koramangala 5th Block	Dessert Parlor, Cafe	
19031	California Burrito	Koramangala 5th Block	Quick Bites	Dine-out
19032	Sree Krishna Kafe	Koramangala 5th Block	Quick Bites	Dine-out
19032	Khawa Karpo	Koramangala 5th Block	Quick Bites	Dine-out
19033	Nutri Rich	Koramangala 7th Block	Quick Bites	Dine-out
19033	White Elefan Coffee and Snack Bar	Koramangala 6th Block	Quick Bites	Dine-out
19034	Habibi Falafel	Koramangala 1st Block	Quick Bites	
19034	Tenzin Kitchen	Koramangala 7th Block	Quick Bites	Dine-out
19035	Podi Idly	Koramangala 6th Block	Quick Bites	Dine-out
19035	Fiero! Pizzeria	Koramangala 6th Block	Quick Bites	Dine-out
19036	Khatta Meetha Teekha	Koramangala 6th Block	Quick Bites	Dine-out
19036	30 Square	Koramangala 5th Block	Quick Bites	Dine-out
19037	IDC Kitchen	Koramangala 5th Block	Quick Bites	Dine-out
19037	Madurai Idly Shop	Koramangala 6th Block	Quick Bites	Dine-out
19038	Arya Hungry?	Koramangala 7th Block	Quick Bites	Dine-out
19038	Sagar Fast Food	Koramangala 8th Block	Quick Bites	Dine-out
19039	Leon Grill	Koramangala 5th Block	Quick Bites	Dine-out
19039	Biryanis And More	Koramangala 5th Block	Quick Bites	Dine-out
19040	Tibetan Kitchen	Koramangala 5th Block	Quick Bites	Dine-out
19040	The Wok Shop	Koramangala 1st Block	Quick Bites	Dine-out
19041	Atta Galata	Koramangala 5th Block	Quick Bites	Dine-out
19041	Khiche Chale Aao	Koramangala 6th Block	Quick Bites	Dine-out
19042	Polar Bear	Koramangala 6th Block	Dessert Parlor	Dine-out
19042	Subway	Koramangala 5th Block	Quick Bites, Food Court	Dine-out
19043	Sonar Bangala	Koramangala 5th Block	Quick Bites	Dine-out
19043	KFC	Koramangala 6th Block	Quick Bites	Dine-out
19044	Gods Own Cafe	Koramangala 7th Block	Quick Bites	Dine-out
19044	Ramji Chaiwale	Koramangala 1st Block	Quick Bites	Dine-out
19045	Madeena Hotel	Koramangala 5th Block	Quick Bites	Dine-out
19045	Chapati House	Ejipura	Quick Bites	Dine-out
19046	Momo Hut	Koramangala 5th Block	Quick Bites	Dine-out
19046	Banchharam	Koramangala 7th Block	Quick Bites, Sweet Shop	Dine-out
19047	Smoor	Koramangala 7th Block	Dessert Parlor, Cafe	Dine-out
19047	Delhi Food Point	Koramangala 1st Block	Quick Bites	Dine-out
19048	Sagar Fast Food	Koramangala 3rd Block	Quick Bites	Dine-out
19048	Laziz Pizza	Koramangala 7th Block	Quick Bites	Dine-out
19049	Burger King	Koramangala 7th Block	Quick Bites	Dine-out
19049	Rolls Mania	Koramangala 6th Block	Quick Bites	Dine-out
19050	McDonald's	Koramangala 5th Block	Quick Bites	Dine-out
19050	Guns N Roses	Ejipura	Quick Bites	Dine-out
19051	Faasos	Koramangala 8th Block	Quick Bites	
19051	Desi Flavours	Koramangala 1st Block	Quick Bites	Dine-out
19052	Chaska Bun	Koramangala 5th Block	Quick Bites	Dine-out
19052	Lucknowiz	Koramangala 1st Block	Quick Bites	Dine-out
19053	Mizo Kitchen	Koramangala 5th Block	Quick Bites	Dine-out
19053	Rolls & Co	Koramangala 6th Block	Quick Bites	Dine-out
19054	Raj Rasoi	Ejipura	Quick Bites	Dine-out
19054	Delite Chaat House	Koramangala 6th Block	Quick Bites	Dine-out
19055	Udupi Upahar	Koramangala 7th Block	Quick Bites	Dine-out
19055	PORKEATS	Koramangala 6th Block	Quick Bites	Dine-out
19056	Gundappa Donne Biryani	Koramangala 7th Block	Quick Bites	
19056	Tomba Kitchens	Ejipura	Quick Bites	Dine-out
19057	Taste of Nepal	Koramangala 8th Block	Quick Bites	Dine-out
19057	Sri Krishna Sagar	Koramangala 6th Block	Quick Bites	Dine-out
19058	Little Kolkata	Ejipura	Quick Bites	Dine-out
19058	The Burger Place	Koramangala 1st Block	Quick Bites	Dine-out
19059	New Mangalore Lunch Home	Koramangala 1st Block	Quick Bites	Dine-out
19059	The Kitchen	Koramangala 1st Block	Quick Bites	Dine-out
19060	Ambur Biryani	Koramangala 3rd Block	Quick Bites	Dine-out
19060	Falahaar	Koramangala 6th Block	Quick Bites	Dine-out
19061	Min Mini Punjabi Dhaba	Koramangala 7th Block	Quick Bites	Dine-out
19061	Under The Hood	Koramangala 1st Block	Quick Bites	Dine-out
19062	Yummy Biryani	Koramangala 7th Block	Quick Bites	Dine-out
19062	Pappu Chaiwalla	Koramangala 7th Block	Quick Bites	Dine-out
19063	Aata's Kitchen	Koramangala 1st Block	Quick Bites	Dine-out
19063	Lakeview Milkbar	Koramangala 8th Block	Dessert Parlor, Cafe	Dine-out
19064	Biggies Burger 'n' More	Koramangala 6th Block	Quick Bites	Dine-out
19064	New Ambur Biryani	Koramangala 7th Block	Quick Bites	Dine-out
19065	Chowpatty	Koramangala 1st Block	Quick Bites	Dine-out
19065	Ghee Positive	Koramangala 8th Block	Quick Bites	Dine-out
19066	Jai Jinendra	Koramangala 6th Block	Quick Bites	Dine-out
19066	Dosa Plaza	Koramangala 5th Block	Quick Bites	Dine-out
19067	Burger Lounge	Koramangala 5th Block	Quick Bites	Dine-out
19067	Chefie	Koramangala 1st Block	Quick Bites	Dine-out
19068	Ganesh Restaurant	Koramangala 5th Block	Quick Bites	Dine-out
19068	Chef Baker's	Koramangala 1st Block	Bakery, Quick Bites	Dine-out
19069	Chetty's Corner	Koramangala 7th Block	Quick Bites	Dine-out
19069	Paratha Darbar	Koramangala 1st Block	Quick Bites	Dine-out
19070	Flavour of Himalaya	Koramangala 5th Block	Quick Bites	Dine-out
19070	Mitran Da Junction	Koramangala 6th Block	Quick Bites	Dine-out
19071	Maa Di Hatti	Koramangala 1st Block	Quick Bites	Dine-out
19071	Five Star Chicken	Koramangala 6th Block	Quick Bites	Dine-out
19072	Chill-Um Cafe	Koramangala 6th Block	Quick Bites	Dine-out
19072	Shiv Sagar	Koramangala 7th Block	Food Court	Dine-out
19073	Golden China	Koramangala 1st Block	Quick Bites	Dine-out
19073	Shanthi Sagar	Koramangala 6th Block	Quick Bites	Dine-out
19074	Jenisha Green View Restaurant	Ejipura	Quick Bites	Dine-out
19074	Kinpeetos	Koramangala 5th Block	Quick Bites	Dine-out
19075	Ober Cafe	Koramangala 1st Block	Quick Bites	Dine-out
19075	Bharat Kitchen	Koramangala 1st Block	Quick Bites	Dine-out
19076	Tibbs Frankie	Koramangala 7th Block	Quick Bites	Dine-out
19076	Ande Ka Funda	Koramangala 7th Block	Quick Bites	Dine-out
19077	Coconadu	Koramangala 7th Block	Food Court, Quick Bites	Dine-out
19077	Mangala Hotel	Koramangala 1st Block	Quick Bites	Dine-out
19078	Subham Pal Kitchen	Koramangala 1st Block	Quick Bites	Dine-out
19078	Appam & Curry	Koramangala 1st Block	Quick Bites	Dine-out
19079	Rolls On Wheels	Koramangala 1st Block	Quick Bites	Dine-out
19079	Friend's Cafe	Koramangala 7th Block	Quick Bites	Dine-out
19080	Mountain Spice	Koramangala 8th Block	Quick Bites	Dine-out
19080	Jeevika Donne Biryani	Koramangala 8th Block	Quick Bites	Dine-out
19081	Hungry Paunch	Koramangala 6th Block	Food Court, Quick Bites	
19081	Peppers	Ejipura	Quick Bites	Dine-out
19082	Punjabi Unplugged	Koramangala 1st Block	Quick Bites	Dine-out
19082	Udupi Grand	Koramangala 7th Block	Quick Bites	Dine-out
19083	Malabar Treat	Koramangala 1st Block	Quick Bites	Dine-out
19083	Village Donne Biryani	Koramangala 5th Block	Quick Bites	Dine-out
19084	Desi Dhaba	Koramangala 7th Block	Quick Bites	Dine-out
19084	Food And You	Koramangala 5th Block	Quick Bites	
19085	Meat And Eat	Koramangala 7th Block	Quick Bites	Dine-out
19085	Tawa	Koramangala 1st Block	Quick Bites	Dine-out
19086	Cochin Connection	Koramangala 6th Block	Food Court	Dine-out
19086	C Kosila Kitchen	Ejipura	Quick Bites	Dine-out
19087	Sri Krishna Sagar	Koramangala 7th Block	Quick Bites	Dine-out
19087	Pai's Kitchen	Koramangala 2nd Block	Quick Bites	Dine-out
19088	One Stop MARATHA	Koramangala 6th Block	Quick Bites	Dine-out
19088	Malabar Coastal Cuisine	Koramangala 7th Block	Food Court	
19089	Chai Chowk	Koramangala 7th Block	Quick Bites	Dine-out
19089	Ghar Ka Khana	Koramangala 1st Block	Quick Bites	
19090	Bawarchi Biryani	Koramangala 6th Block	Quick Bites	Dine-out
19090	Paratha Singh Pakora King	Koramangala 6th Block	Quick Bites	Dine-out
19091	Natuna Seafood House	Koramangala 5th Block	Quick Bites	Dine-out
19091	The Monalisa Restaurant	Koramangala 5th Block	Quick Bites	Dine-out
19092	Udupi Upahara	Koramangala 1st Block	Quick Bites	Dine-out
19092	Falafel's - The Lebanese Haus	Koramangala 7th Block	Quick Bites	Dine-out
19093	NGV Fast Food	Koramangala 6th Block	Quick Bites	Dine-out
19093	Delhi Home Food	Koramangala 1st Block	Quick Bites	Dine-out
19094	Falafel Bistro	Koramangala 5th Block	Quick Bites	Dine-out
19094	Little Kitchen	Koramangala 1st Block	Quick Bites	Dine-out
19095	Maa Durga Fast Food	Koramangala 8th Block	Quick Bites	Dine-out
19095	Kor Cafe	Koramangala 1st Block	Quick Bites	Dine-out
19096	A.M New Punjab Food Corner	Koramangala 1st Block	Quick Bites	Dine-out
19096	A3 Nuwang Kitchen	Ejipura	Quick Bites	Dine-out
19097	Rimo	Koramangala 5th Block	Quick Bites	Dine-out
19097	Royal Calcutta Restaurant	Koramangala 1st Block	Quick Bites	Dine-out
19098	Now Momos	Koramangala 7th Block	Quick Bites	Dine-out
19098	Cool Point	Koramangala 5th Block	Quick Bites	Dine-out
19099	Shree Mithai	Koramangala 7th Block	Quick Bites, Sweet Shop	Dine-out
19099	Mysore Carnival Restaurant	Koramangala 6th Block	Quick Bites	Dine-out
19100	The Breakfast Truck	Koramangala 6th Block	Quick Bites	Dine-out
19100	Martino's	Koramangala 1st Block	Quick Bites	Dine-out
19101	The Fresh Factor	Koramangala 6th Block	Quick Bites	Dine-out
19101	Krupa Sagar	Koramangala 5th Block	Quick Bites	Dine-out
19102	Hotel Thazooq	Koramangala 1st Block	Quick Bites	Dine-out
19102	Naani'z Biryani	Koramangala 1st Block	Quick Bites	Dine-out
19103	Banashankari Donne Biriyani	Koramangala 7th Block	Quick Bites	Dine-out
19103	Egg House	Koramangala 5th Block	Quick Bites	Dine-out
19104	S.W.A.T Food Truck	Koramangala 5th Block	Quick Bites	Dine-out
19104	Shahi Dasterkhwan	Koramangala 6th Block	Quick Bites	Dine-out
19105	DeliToons	Koramangala 6th Block	Quick Bites	
19105	The Mylapore Cafe	Koramangala 1st Block	Quick Bites	Dine-out
19106	Ambur Hot Dum Biryani	Ejipura	Quick Bites	Dine-out
19106	Hotel Oottupura	Ejipura	Quick Bites	Dine-out
19107	Dry Dock Cafe	Koramangala 5th Block	Quick Bites	Dine-out
19107	Kerala Mess	Koramangala 1st Block	Quick Bites	Dine-out
19108	TOKI Taco House	Koramangala 6th Block	Quick Bites	Dine-out
19108	Eat Sleep Eat Repeat	Koramangala 5th Block	Quick Bites	Dine-out
19109	Chung Shan Chinese Restaurant	Ejipura	Quick Bites	Dine-out
19109	North Indian Tadka	Ejipura	Quick Bites	Dine-out
19110	Biryani Foodies	Koramangala 5th Block	Quick Bites	Dine-out
19110	Rolls On Wheel	Koramangala 5th Block	Quick Bites	Dine-out
19111	Chowk Tea Stall	Koramangala 7th Block	Quick Bites	Dine-out
19111	Jayanthi Sagar	Koramangala 5th Block	Quick Bites	Dine-out
19112	FNC Seafood	Koramangala 7th Block	Food Court	
19112	Kanha's Kafe	Koramangala 5th Block	Quick Bites	Dine-out
19113	New Ambur Dum Biryani	Koramangala 1st Block	Quick Bites	Dine-out
19113	FrostBite	Koramangala 5th Block	Dessert Parlor, Quick Bites	Dine-out
19114	Lets cafe	Koramangala 5th Block	Quick Bites	Dine-out
19114	Garden Hotel	Koramangala 1st Block	Quick Bites	Dine-out
19115	Mr. Meow's Hotdogs	Koramangala 6th Block	Food Court, Quick Bites	Dine-out
19115	Aaharam	Koramangala 1st Block	Quick Bites	
19116	Blu Dale Fast Food	Ejipura	Quick Bites	Dine-out
19116	Al Hayath Ambur Biryani	Ejipura	Quick Bites	Dine-out
19117	Cauvery Fast Food	Ejipura	Quick Bites	Dine-out
19117	Crunch Pizzas	Koramangala 1st Block	Quick Bites	
19118	Tasty Kitchens	Koramangala 6th Block	Quick Bites	Dine-out
19118	Ksheera Sagar	Koramangala 8th Block	Quick Bites	Dine-out
19119	Marahaba	Koramangala 6th Block	Quick Bites	Dine-out
19119	VRS Food Zone	Ejipura	Quick Bites	Dine-out
19120	Dosalicious	Koramangala 6th Block	Quick Bites	Dine-out
19120	Biryani Rooh-e-Khaas	Koramangala 1st Block	Quick Bites	Dine-out
19121	Shahi Darbar	Ejipura	Quick Bites	Dine-out
19121	House of Chaaps	Koramangala 1st Block	Takeaway, Delivery	Dine-out
19122	Calicut Durbar	Koramangala 7th Block	Quick Bites	Dine-out
19122	Pathaan Sir	Koramangala 7th Block	Quick Bites	Dine-out
19123	Namma Biriyani	Koramangala 5th Block	Quick Bites	Dine-out
19123	Shudh Desi Khana	Koramangala 1st Block	Quick Bites	Dine-out
19124	Hotel Marina	Koramangala 6th Block	Quick Bites	Dine-out
19124	Shanghai Times	Koramangala 6th Block	Quick Bites	Dine-out
19125	Tapri By The Corner	Koramangala 5th Block	Quick Bites	Dine-out
19125	Sulaimani Chai	Koramangala 5th Block	Quick Bites	Dine-out
19126	Kevins Kitchen	Koramangala 6th Block	Quick Bites	Dine-out
19126	Hotel Feast Ambur Biriyani	Koramangala 1st Block	Quick Bites	Dine-out
19127	Dhang Ka Khana	Ejipura	Quick Bites	Dine-out
19127	Calvin's	Koramangala 5th Block	Dessert Parlor, Quick Bites	Dine-out
19128	Sri Ganesh Juice Corner	Koramangala 5th Block	Quick Bites	Dine-out
19128	Chaiwala	Koramangala 1st Block	Quick Bites	Dine-out
19129	Sri Durga Fast Food	Ejipura	Quick Bites	Dine-out
19129	Agraharaa	Koramangala 6th Block	Quick Bites	Dine-out
19130	Hammered	HSR	Bar, Casual Dining	
19130	Baar Union	HSR	Bar, Pub	
19131	Pin Me Down	BTM	Casual Dining	
19131	Vanilla Sky	HSR	Lounge	
19132	Loveshack	Domlur	Lounge, Cafe	Dine-out
19132	Ministry of Food - Hilton Bangalore Embassy GolfLinks	Domlur	Fine Dining	Dine-out
19133	Kitchen On Table	HSR	Casual Dining	Dine-out
19133	Here & Now	HSR	Cafe	
19134	Bonum cibum	HSR	Casual Dining	Dine-out
19134	Safe House	HSR	Bar, Casual Dining	
19135	Mudpipe Cafe	BTM	Cafe	Dine-out
19135	Murphy's Brewhouse - The Paul Bangalore	Domlur	Pub, Microbrewery	Dine-out
19136	Indigo X II P	HSR	Pub	Dine-out
19136	Sector 7 Caf	HSR	Cafe	
19137	Blk Plus Wht	HSR	Casual Dining, Cafe	Dine-out
19137	HSR High Street	HSR	Casual Dining	Dine-out
19138	Malabar Bay	BTM	Casual Dining	Dine-out
19138	Aasife & Brothers Biriyani Centre	HSR	Casual Dining	Dine-out
19139	Sidewalk Cafe & Bar - The Paul Bangalore	Domlur	Casual Dining	Dine-out
19139	Hotel Godavari	BTM	Casual Dining	Dine-out
19140	Mayur	Hosur Road	Casual Dining	Dine-out
19140	Zero Mile Punjab	HSR	Casual Dining	Dine-out
19141	New Gongura Grand	HSR	Casual Dining	Dine-out
19141	Birinz	HSR	Casual Dining	Dine-out
19142	Jose's Mess	BTM	Mess	Dine-out
19142	Biryani Spot	BTM	Quick Bites	Dine-out
19143	Johnny Fox	Hosur Road	Bar	Dine-out
19143	Savoury - Sea Shell Restaurant	BTM	Casual Dining	Dine-out
19144	Vembanad - The Paul	Domlur	Casual Dining	Dine-out
19144	Kumarakom	HSR	Casual Dining	Dine-out
19145	El Salver	BTM	Casual Dining	Dine-out
19145	Thottathil Restaurant	BTM	Quick Bites	Dine-out
19146	KLINX - Hilton Bangalore Embassy GolfLinks	Domlur	Bar	Dine-out
19146	Bengali Fun Foods	BTM	Casual Dining	Dine-out
19147	Biriyani Zone	HSR	Casual Dining	Dine-out
19147	Sichuan	HSR	Casual Dining	Dine-out
19148	Savoury Restaurant	BTM	Casual Dining	Dine-out
19148	Azimmo Treat	HSR	Casual Dining	Dine-out
19149	Nanda's	HSR	Casual Dining	Dine-out
19149	Lounge 189	HSR	Lounge, Bar	Dine-out
19150	Rajesh Restaurant	HSR	Casual Dining	Dine-out
19150	Raghavendra Tiffin	HSR	Quick Bites	Dine-out
19151	New Prashanth Hotel	HSR	Casual Dining	Dine-out
19151	Muthashy's	BTM	Quick Bites	Dine-out
19152	Kuttanadu	HSR	Casual Dining	Dine-out
19152	Brother?s Bar & Kitchen	BTM	Casual Dining	Dine-out
19153	Hyderabadi Biryani Hub	BTM	Casual Dining	Dine-out
19153	Royal Paris	BTM	Casual Dining	Dine-out
19154	Hello Resto-Pub	Old Airport Road	Casual Dining, Pub	Dine-out
19154	Darshan Paradise Restaurant	BTM	Quick Bites	Dine-out
19155	The Salt Grill - Hilton Bangalore Embassy Golflinks	Domlur	Fine Dining	Dine-out
19155	Amaravati	BTM	Quick Bites	Dine-out
19156	Hotel Junior Kuppanna	HSR	Casual Dining	Dine-out
19156	Dhaba Bytes	HSR	Casual Dining	Dine-out
19157	Grillopia	BTM	Quick Bites	Dine-out
19157	Canopy Flavours	HSR	Cafe	Dine-out
19158	Shri Madhuram	HSR	Casual Dining	Dine-out
19158	Sai Mango Tree	BTM	Casual Dining	Dine-out
19159	The Cake Lair	BTM	Quick Bites	Dine-out
19159	Tawa Ghar Ka	HSR	Quick Bites	Dine-out
19160	Make It Roll	HSR	Quick Bites	Dine-out
19160	The Velu's	Domlur	Kiosk	Dine-out
19161	Kanti Sweets	HSR	Sweet Shop, Quick Bites	Dine-out
19161	Sri Udupi Park	HSR	Casual Dining	Dine-out
19162	Howrah Bridge	HSR	Casual Dining	Dine-out
19162	Cheesy Juicy Burgers	HSR	Quick Bites	Dine-out
19163	Royal View Restaurant	BTM	Casual Dining	Dine-out
19163	Awesome Foods	BTM	Quick Bites	Dine-out
19164	Davanagere Benne Dose	HSR	Quick Bites	Dine-out
19164	re:cess - Hilton Bangalore Embassy GolfLinks	Domlur	Casual Dining, Bar	Dine-out
19165	Cinnamon	HSR	Casual Dining	
19165	Sri Dalma	HSR	Quick Bites	Dine-out
19166	New Surya Sweets & Snacks	BTM	Sweet Shop	Dine-out
19166	Atithi	HSR	Casual Dining	
19167	Dindigul Time Pass Restaurant	HSR	Casual Dining	Dine-out
19167	Ambur Star Briyani	HSR	Quick Bites	Dine-out
19168	Avon Bar & Kitchen	BTM	Casual Dining	Dine-out
19168	HSR Agarval Bhavan	HSR	Casual Dining	Dine-out
19169	Bangalore Star Biriyani	BTM	Quick Bites	Dine-out
19169	Rajveena Kitchen	BTM	Quick Bites	Dine-out
19170	#L-81 Cafe	HSR	Quick Bites	Dine-out
19170	Hotel Manu	HSR	Quick Bites	Dine-out
19171	Nadan Thattukada	BTM	Quick Bites	Dine-out
19171	Afghani Tandoori Hub	BTM	Quick Bites	Dine-out
19172	Aroma Fine Dine	HSR	Casual Dining	Dine-out
19172	Aaranya Restaurant	HSR	Casual Dining	
19173	Donne Biriyani House	HSR	Quick Bites	Dine-out
19173	GrannyzHut	HSR	Quick Bites	Dine-out
19174	Kabab Magic	HSR	Quick Bites	Dine-out
19174	New Udupi Grand	HSR	Quick Bites	Dine-out
19175	Nandanam Family Restaurant	BTM	Quick Bites	Dine-out
19175	Bakers Town	BTM	Cafe	Dine-out
19176	Reddy's Restaurant	HSR	Casual Dining	Dine-out
19176	Nanna Munna Paratha House	BTM	Quick Bites	Dine-out
19177	Mandya Gowdru Donne Biriyani	HSR	Quick Bites	Dine-out
19177	Body Temple	BTM	Quick Bites	Dine-out
19178	Biryani Palace	HSR	Quick Bites	Dine-out
19178	Sri Krishna Kitchen	BTM	Quick Bites	
19179	Bake and Juice	BTM	Quick Bites	Dine-out
